"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"La Clef Louvre Paris by The Crest Collection","533ee22e-b46e-5f8e-22bf-501ba0dca2ca","Lieu","Hébergement","Hébergement collectif","Paris","75001","75056","Paris","Île-de-France","48.864006","2.3362772","https://www.discoverasr.com/fr/the-crest-collection/france/la-clef-louvre-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Rosalie","cbf4e010-1e47-7454-bab9-501b9f75401c","Lieu","Hébergement","Hôtellerie","Paris","75013","75056","Paris","Île-de-France","48.83206","2.353849","https://www.hotel-rosalie.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Canopy by Hilton Paris Eiffel Tower","49b54db4-d8de-11eb-b867-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.864452","2.285104","https://www.hilton.com/fr/hotels/parpypy-canopy-paris-eiffel-tower/?SEO_id=OTHR-EMEA-PY-PARPYPY","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Le Grand Mazarin","961e13c6-cd50-11ed-8d2c-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75004","75056","Paris","Île-de-France","48.85731","2.3544567","https://www.legrandmazarin.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Pullman Paris Montparnasse","79080cab-db8b-cad8-8834-501b9f7e73df","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.838455","2.320393","https://all.accor.com/hotel/8189/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Holiday Inn Express Paris - Canal de la Villette","5881585","Lieu","Restauration,Hébergement","Restaurant,Hôtellerie","Paris","75019","75056","Paris","Île-de-France","48.888385","2.378348","https://www.ihg.com/holidayinnexpress/hotels/fr/fr/paris/parlv/hoteldetail","Choose Paris Region","2025-08-22T00:00:00.000Z","2026-02-06T06:56:19.544Z"
"DolceVia","6865754","Produit,Lieu","Location,Commerce de détail,Prestataire de service","Location de matériel,Loueur de matériel","Paris","75002","75056","Paris","Île-de-France","48.86859","2.348484","https://dolcevia.eu/","Choose Paris Region","2024-04-29T00:00:00.000Z","2026-02-12T10:08:37.784Z"
"Vélos vagabonds","6843979","Produit,Lieu","Location,Commerce de détail,Prestataire de service","Location de matériel,Loueur de matériel","Paris","75019","75056","Paris","Île-de-France","48.880141","2.397819","https://www.velosvagabonds.com/","Choose Paris Region","2024-05-31T00:00:00.000Z","2026-02-12T10:08:37.847Z"
"Paulette Bike Paris","6843912","Produit,Lieu","Location,Commerce de détail,Prestataire de service","Location de matériel,Loueur de matériel","Paris 15e Arrondissement","75015","75115","Paris","Île-de-France","48.82972","2.301865","https://paulette.bike/fr/index.php?controller=agence&agence_id=27","Choose Paris Region","2024-05-31T00:00:00.000Z","2026-01-26T07:00:31.105Z"
"Hôtel Sleeping Belle","5826157","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.84668","2.369948","https://www.hotelsleepingbelle.com/","Choose Paris Region","2025-07-31T00:00:00.000Z","2026-02-06T06:56:19.566Z"
"Hôtel - Greet hotel Paris Nord 18ème","679721","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.901731","2.360392","https://all.accor.com/hotel/5091/index.fr.shtml","Agence POP – Plaine commune vous Ouvre ses Portes","2024-01-19T00:00:00.000Z","2026-02-06T06:56:19.577Z"
"Maison Armance","b2102c76-65bd-11e9-b80b-0050569a22ea","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.866642","2.325338","https://www.esprit-de-france.com/fr/hotels/maison-armance","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Littéraire Le Swann, BW Premier Collection","2cd3ff79-1be7-47fd-9cd2-501b9f57d3eb","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87978","2.320725","http://www.hotel-leswann.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Kyriad Paris 12 Nation","7b5e46d3-6c42-66cc-92e6-56fa468abe75","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.846462","2.4017377","https://www.kyriad.com/fr/hotels/kyriad-paris-12-nation","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Le Général Hôtel","f40578be-ef19-4e88-fca6-501ba09fc5b3","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.866215","2.3669224","https://legeneralhotel.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Brach Paris - Evok Collection","221b5e34-b81a-11e8-bf96-0050569a22ea","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.86133","2.2747033","http://www.brachparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Littéraire Marcel Aymé, BW Premier Collection","3609776c-1aed-7c93-8c3f-501b9fdb82f6","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.8865","2.3356264","https://hotel-litteraire-marcel-ayme.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel & Spa Royal Madeleine","94f25828-f0d0-b282-162f-501b9f4d5c33","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.872875","2.3239076","https://www.hotelroyalmadeleine.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"La Clef Champs-Elysées by The Crest Collection","faed7be2-463c-11e9-b905-0050569a22ea","Lieu","Hébergement","Hébergement collectif","Paris","75008","75056","Paris","Île-de-France","48.87051","2.2994487","https://www.discoverasr.com/fr/the-crest-collection/france/la-clef-champs-elysees-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"M Social Hotel","e1342fe9-4b42-3cbf-7d10-501ba0f8c57c","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.872456","2.3378513","https://www.millenniumhotels.com/fr/paris/m-social-hotel-paris-opera/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Résidence Alma-Marceau","c8797788-85f7-11e9-b4c3-0050569afc27","Lieu","Hébergement","Hébergement collectif","Paris","75016","75056","Paris","Île-de-France","48.86853","2.2981725","https://www.residencealmamarceau.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Novotel Paris Porte de Versailles","0057d288-4431-11ea-97eb-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.830006","2.2917392","https://all.accor.com/hotel/A7L6/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Mercure Paris Gare de Lyon TGV","4b72fe5c-4173-6b81-dd32-501b9f8ed6de","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.84447","2.3728852","https://all.accor.com/hotel/2217/index.fr.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Appart’City Classic Paris La Villette","d9ed66a0-41e0-11ea-a2d7-0050569afc27","Lieu","Hébergement","Hébergement collectif","Paris","75019","75056","Paris","Île-de-France","48.88721","2.3863082","https://www.appartcity.com/fr/destinations/ile-de-france/paris-1/paris-la-villette.html","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Appart’City Collection Paris Grande Bibliothèque","349e3ffe-41e4-11ea-bb24-0050569afc27","Lieu","Hébergement","Hébergement collectif","Paris","75013","75056","Paris","Île-de-France","48.827976","2.3798163","https://www.appartcity.com/fr/destinations/ile-de-france/paris-1/paris-grande-bibliotheque.html","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Secret de Paris Hotel & Spa****","8060e397-c5fb-2e66-7210-501ba0b57781","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.88135399","2.328241999","https://www.secretdeparis.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Ibis Styles Paris Bercy","93f81f96-0d94-28d5-4c53-501ba0205640","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.838352","2.3810213","https://all.accor.com/hotel/0941/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Le Notre-Dame","a9122efa-184a-8664-1790-501ba0f56ed7","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.85348","2.3453803","http://hotelnotredameparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel le Régent","e10c2a45-cc0a-eca5-0f3c-501ba0848cbf","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.853836","2.33869","http://www.hotelleregent.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Mercure Paris Montmartre Sacré-Coeur","9f9584c3-ac48-549b-7853-501b9fc7b783","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.885365","2.3301978","http://www.mercure.com/fr/hotel-0373-mercure-paris-montmartre-sacre-coeur/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Sofitel Paris Le Faubourg","113b086c-ba9a-6a65-e2a4-501b9ff59fa9","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.868412","2.3213484","http://www.sofitel-paris-lefaubourg.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Eiffel Saint Charles - Emeraude Hotels","30c19692-0fa7-214e-4296-501ba0ee60c3","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.849895","2.288464","https://hotel-eiffel-saint-charles.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Artus","878ebae1-466c-101e-eed2-501ba0f610d0","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.853516","2.336121","https://www.artushotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel The Peninsula Paris","cac46903-207e-2dd0-9867-52961cd9b10e","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.871017","2.293689","https://www.peninsula.com/fr/paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Louvre Montana - Emeraude Hotels","c419afa2-0e33-941e-6cc4-501b9f5d504c","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.864445","2.331765","https://hotel-louvre-montana-paris.fr/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Campanile Paris 15 - Tour Eiffel","a06df60a-f7e2-0552-5999-501b9f011e8d","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.850582","2.288781","https://paris-15-tour-eiffel.campanile.com/fr-fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"B&B Hotel Paris 17 Batignolles","dc15a2e1-5b57-f950-b68d-501ba02319f4","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.894382","2.3123913","https://www.hotel-bb.com/fr/hotel/paris-17-batignolles","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel La Bourdonnais","290bb28f-0f1e-62c9-de32-501b9f93f6d4","Lieu","Hébergement","Hôtellerie","Paris","75007","75056","Paris","Île-de-France","48.85498","2.3045948","http://www.hotellabourdonnais.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel du Petit Moulin","54a4bd67-b9cc-f5f2-7726-501ba0ee780a","Lieu","Hébergement","Hôtellerie","Paris","75003","75056","Paris","Île-de-France","48.861614","2.3621778","http://www.hoteldupetitmoulin.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Lancaster","2c2807f8-5878-6b36-1265-501ba00ae87e","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87227","2.3035586","http://www.hotel-lancaster.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Baume","814128f0-b3f7-30d4-a762-501ba0102315","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.850163","2.339208","http://www.baume-hotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Nolinski Paris - Evok Collection","8bcb17eb-0313-8e2a-e53f-5757d7201024","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.86548","2.3348594","http://nolinskiparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Madison","8929bc83-d516-4642-40ae-501ba0ad4979","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.853268","2.3344338","http://www.hotel-madison.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel d'Orsay","76500070-8292-5576-610f-501b9faf0af9","Lieu","Hébergement","Hôtellerie","Paris","75007","75056","Paris","Île-de-France","48.860413","2.3231263","https://www.esprit-de-france.com/fr/hotels/hotel-d-orsay","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Vice Versa Hotel Paris","6143619b-f678-a1a3-7117-501ba02a77f0","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.83638","2.2897122","http://www.viceversahotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel du Rond-Point des Champs-Élysées","9a54c18a-524c-964a-0e72-57f759e819ed","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.870403","2.3106718","https://www.paris-hotel-rondpoint-champselysees.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel de la Place du Louvre","f00b023e-15ba-478a-5762-501b9fa88f8c","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.859234","2.3409965","https://www.esprit-de-france.com/fr/hotels/hotel-de-la-place-du-louvre","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Le Marianne","10a87e86-fa9f-11e7-a2ae-0050569a22ea","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.872623","2.307574","http://www.lemarianne.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Le Bristol","679546","Lieu","Restauration,Hébergement","Restaurant,Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.871828","2.314999",,"Choose Paris Region","2020-09-28T00:00:00.000Z","2026-02-06T06:56:19.581Z"
"Hôtel Floride Etoile","4797520","Lieu","Hébergement","Hôtellerie","Paris 16e Arrondissement","75016","75116","Paris","Île-de-France","48.866365","2.287931","https://www.floride-paris-hotel.com/","Choose Paris Region","2025-08-27T00:00:00.000Z","2026-02-06T06:56:19.561Z"
"Hôtel du Louvre","4796973","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.862951","2.335697","https://www.hyatt.com/unbound-collection/fr-FR/paraz-hotel-du-louvre","Choose Paris Region","2025-08-26T00:00:00.000Z","2026-02-06T06:56:19.581Z"
"Hôtel Château Frontenac","4778435","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.869091","2.302747","https://www.hfrontenac.com/fr/","Choose Paris Region","2025-08-26T00:00:00.000Z","2026-02-06T06:56:19.565Z"
"Le Méridien Etoile","4760671","Lieu","Hébergement","Hôtellerie","Paris 17e Arrondissement","75017","75117","Paris","Île-de-France","48.879465","2.284955","https://www.marriott.fr/hotels/travel/parmd-le-meridien-etoile/","Choose Paris Region","2025-08-06T00:00:00.000Z","2026-01-13T08:28:02.893Z"
"Hôtel Garden Elysée","4797658","Lieu","Hébergement","Hôtellerie","Paris 16e Arrondissement","75016","75116","Paris","Île-de-France","48.866244","2.2881","http://www.paris-hotel-gardenelysee.com/","Choose Paris Region","2025-08-05T00:00:00.000Z","2026-02-06T06:56:19.557Z"
"Avalon Hotel Paris Gare du Nord","4797917","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.881047","2.351405","https://www.avalonparis.com/fr/","Choose Paris Region","2025-08-27T00:00:00.000Z","2026-02-06T06:56:19.559Z"
"Prince de Galles","4760676","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.869092","2.300681","http://www.hotelprincedegalles.fr/","Choose Paris Region","2024-08-30T00:00:00.000Z","2026-02-06T06:56:19.550Z"
"Groupe Meliá Hotels International France","4736645","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.869447","2.34621","https://www.melia.com/fr/hotels/france/paris/home.htm","Choose Paris Region","2017-05-18T00:00:00.000Z","2026-02-06T06:56:19.556Z"
"Paris bike tour","4814991","Produit,Lieu","Location,Commerce de détail,Prestataire de service","Location de matériel,Loueur de matériel","Paris 3e Arrondissement","75003","75103","Paris","Île-de-France","48.862177","2.352944","http://parisbiketour.net/","Choose Paris Region","2024-04-08T00:00:00.000Z","2026-02-12T10:08:37.551Z"
"Hôtel Rochester Champs Elysées","4775721","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.872422","2.309316","https://www.hrochester.com/","Choose Paris Region","2025-08-26T00:00:00.000Z","2026-02-06T06:56:19.570Z"
"Hôtel Splendid Etoile","4775876","Lieu","Hébergement","Hôtellerie","Paris 17e Arrondissement","75017","75117","Paris","Île-de-France","48.87479","2.293724","https://www.hsplendid.com/","Choose Paris Region","2025-08-06T00:00:00.000Z","2026-02-06T06:56:19.544Z"
"Avalon Suites","4797788","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.880984","2.351498","https://hiphophostels.com/hostels/avalon-suites/","Choose Paris Region","2025-08-22T00:00:00.000Z","2026-02-06T06:56:19.580Z"
"Hôtel Napoléon","4760589","Lieu","Restauration,Hébergement","Restaurant,Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.874388","2.298092","http://www.hotelnapoleonparis.com/fr/accueil","Choose Paris Region","2024-08-30T00:00:00.000Z","2026-02-06T06:56:19.555Z"
"Hôtel A La Villa des Artistes","4797576","Lieu","Hébergement","Hôtellerie","Paris 6e Arrondissement","75006","75106","Paris","Île-de-France","48.842263","2.330855","https://www.villa-artistes.com/","Choose Paris Region","2025-09-03T00:00:00.000Z","2026-02-06T06:56:19.573Z"
"Hôtel**** Le Rocroy","4797676","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.879692","2.350764","https://www.lerocroy.com/fr/","Choose Paris Region","2025-07-30T00:00:00.000Z","2026-02-06T06:56:19.556Z"
"Cité des Sciences et de l'Industrie","678511","Lieu","Site culturel","Musée","Paris","75019","75056","Paris","Île-de-France","48.895724","2.388256","http://www.cite-sciences.fr/","Choose Paris Region","2025-02-04T00:00:00.000Z","2026-02-12T10:08:37.580Z"
"OFF Paris Seine","4796726","Lieu","Restauration,Hébergement","Restaurant,Hôtellerie","Paris","75013","75056","Paris","Île-de-France","48.84274","2.367223","https://www.offparisseine.com/","Choose Paris Region","2025-08-01T00:00:00.000Z","2026-02-06T06:56:19.564Z"
"Paris à vélo","784168","Produit,Lieu","Location,Commerce de détail,Prestataire de service","Location de matériel,Loueur de matériel","Paris 11e Arrondissement","75011","75111","Paris","Île-de-France","48.86113","2.370355","https://parisavelo.fr/","Choose Paris Region","2024-04-30T00:00:00.000Z","2026-01-01T06:52:10.361Z"
"Hôtel des Grands Hommes","7a82c49e-d893-30fd-c3ae-501ba0731f4b","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.84572","2.3450348","https://www.hoteldesgrandshommes.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Crowne Plaza Paris République","7fc5cb97-b57f-d476-9bfe-501b9f2c56bc","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.867435","2.365367","https://www.ihg.com/crowneplaza/hotels/fr/fr/paris/pardl/hoteldetail","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Windsor Home","89f09183-d72d-4da5-2674-501ba011be4b","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.860455","2.2801044","http://www.windsorhomeparis.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Etoile Maillot","18d1f8b2-bd1f-43fa-bdd4-501b9fba708c","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.87556","2.2836707","https://www.etoilemaillot.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hyatt Paris Madeleine","1f329c2b-9684-e5e2-5e4d-501b9f18a8d5","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87283","2.3215854","https://www.hyatt.com/en-US/hotel/france/hyatt-paris-madeleine/madel?src=corp_lclb_gmb_seo_madel","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Golden Tulip Washington Opéra","ae1bd41f-03b2-c2f4-73b5-501ba0dc1892","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.86627","2.3372612","https://hotelwashingtonopera.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Passy Eiffel","6e0a790d-d5f1-2787-3309-501ba02a73e8","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.858418","2.2834747","http://www.passyeiffel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"1K Paris – Machefert Group","bf0ac7cc-5a6e-fe82-e9bf-501b9f7a982f","Lieu","Hébergement","Hôtellerie","Paris","75003","75056","Paris","Île-de-France","48.8639398","2.3659068","https://www.1k-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Pullman Paris Montparnasse","6032374","Lieu","Hébergement","Hôtellerie","Paris 14e Arrondissement","75014","75114","Paris","Île-de-France","48.838294","2.321042","https://all.accor.com/hotel/8189/index.fr.shtml?utm_term=mar&utm_campaign=ppc-pul-mar-msn-fr-fr-dom_top-mix-se&utm_medium=cpc&msclkid=56cb956da4de1341c1ebf49fcd461e50&utm_content=fr-fr-FR-V2996&utm_source=bing","Choose Paris Region","2025-08-04T00:00:00.000Z","2026-02-06T06:56:19.547Z"
"25hours Terminus Nord","6033009","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.879649","2.354925","https://www.25hours-hotels.com/fr/hotels/paris/terminus-nord","Choose Paris Region","2025-07-30T00:00:00.000Z","2026-02-06T06:56:19.580Z"
"Pullman Paris Tour Eiffel","6032559","Lieu","Restauration,Hébergement","Restaurant,Hôtellerie","Paris 15e Arrondissement","75015","75115","Paris","Île-de-France","48.855846","2.293202","https://www.pullmanparistoureiffel.fr/fr","Choose Paris Region","2025-08-04T00:00:00.000Z","2026-02-06T06:56:19.562Z"
"Pullman Paris Centre-Bercy","6031890","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.83124","2.386547","https://all.accor.com/hotel/2192/index.fr.shtml","Choose Paris Region","2025-07-31T00:00:00.000Z","2026-02-06T06:56:19.543Z"
"Hôtel Fior d’Aliza","df8cc26a-88f4-11ec-80fc-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.876553","2.3401275","https://fiordaliza.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Hôtel Les Matins de Paris & Spa","e49c3c88-53b4-876b-14e1-55fffe479699","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.878838","2.3394132","https://www.lesmatinsdeparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Maxim Quartier Latin","293008bc-0cb0-67a8-0530-501ba05ac0f5","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.840317","2.3520892","https://www.hotelmaximlatin.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel Vinci Due","6d06e38e-88f8-11ec-b95a-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75007","75056","Paris","Île-de-France","48.85827","2.3308878","https://www.hotelvincidue.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Le Pradey","468f0437-9422-16a4-c3e7-501ba069a428","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.864502","2.3315644","https://www.lepradey.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel Maxim Opéra","0836b9d6-88fb-11ec-b93d-0050569afc27","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.873844","2.344433","https://www.hotelmaximopera.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
